age,sexe,situation_familiale,revenu_mensuel,type_contrat_travail,anciennete_travail_mois,montant_credit,duree_mois,taux_interet,type_credit,nb_retards_30j,nb_retards_60j,nb_retards_90j,taux_endettement,ratio_dette_revenu,defaut,probabilite_defaut,prediction_defaut
38,F,marie,1305554,Independant,174,2451719,42,15.39,scolaire,1,0,0,27.81,1.88,0,0.06485746342332158,0
59,F,marie,1187908,Independant,187,1042542,65,4.83,conso,0,0,0,44.15,0.88,0,0.061733259224266875,0
53,F,marie,1296953,CDI,203,2278592,37,12.33,immobilier,1,0,0,27.48,1.76,0,0.04226949417743751,0
58,H,marie,1171204,CDD,125,862271,50,16.24,scolaire,2,0,2,30.72,0.74,1,0.9999999229629296,1
55,F,marie,887784,CDI,135,1740401,23,4.52,conso,0,1,0,27.59,1.96,0,0.07135259501622615,0
51,H,celibataire,949403,Informel,66,2089178,25,15.75,immobilier,0,0,0,26.32,2.2,0,0.10092387365731906,0
34,H,celibataire,1180569,CDD,143,4775731,49,14.98,scolaire,0,0,0,57.01,4.05,1,0.9950074206051898,1
54,F,marie,1299034,CDD,72,2829653,41,10.56,scolaire,0,1,0,53.77,2.18,1,0.7765567767446536,1
42,F,celibataire,969459,CDD,116,3852975,42,7.63,auto,1,0,0,20.32,3.97,1,0.4900415219675812,1
55,H,divorce,1054128,CDD,121,1606539,38,9.08,auto,0,0,0,56.86,1.52,1,0.6377030187483257,1
29,H,celibataire,530281,Independant,47,2232136,24,17.53,immobilier,1,0,0,26.83,4.21,1,0.8692557793422168,1
40,F,marie,986644,Informel,90,1275971,56,6.03,scolaire,0,0,1,20.13,1.29,1,0.996159780900647,1
59,H,marie,558720,CDD,40,3770398,37,11.69,conso,2,0,0,61.04,6.75,1,0.9999763515242225,1
39,F,celibataire,586357,CDD,42,4340842,27,4.25,scolaire,0,0,0,32.22,7.4,1,0.9994517310596926,1
38,F,marie,1137115,Independant,179,2426238,6,6.27,immobilier,1,0,0,47.7,2.13,0,0.5725926151993641,1
44,H,divorce,212335,CDI,35,2038527,59,14.45,conso,0,0,0,20.01,9.6,1,0.9999636793409893,1
48,H,divorce,1021902,CDI,238,4767198,25,7.54,scolaire,0,0,0,51.03,4.67,1,0.9952046304876243,1
23,F,marie,1368886,CDI,233,4458366,63,17.79,conso,2,0,0,20.6,3.26,1,0.3064157204174034,1
44,H,divorce,1095120,Informel,41,1053462,40,10.51,auto,1,0,0,17.52,0.96,0,0.003687852059502909,0
57,F,divorce,1335449,CDI,85,2955114,66,10.75,conso,2,0,0,33.99,2.21,0,0.13017463026419432,0
51,F,celibataire,1439827,CDD,124,3242788,68,3.54,auto,0,0,0,64.25,2.25,1,0.8951011131223439,1
29,F,divorce,1029656,Independant,57,2149786,66,17.35,conso,1,0,0,18.24,2.09,0,0.03192967495020044,0
62,H,celibataire,566476,Independant,38,2867722,62,5.61,auto,0,0,1,13.78,5.06,1,0.9999867246229871,1
24,F,marie,1028128,CDI,200,4992345,8,11.08,immobilier,0,0,0,7.37,4.86,1,0.5745549792275255,1
27,F,celibataire,995672,Independant,235,319432,50,8.94,conso,0,0,0,36.2,0.32,0,0.012747664174994169,0
62,F,marie,1490375,CDD,96,3060212,20,9.23,scolaire,0,0,0,26.15,2.05,0,0.04133081970475047,0
34,F,marie,660420,CDI,136,822871,22,12.65,immobilier,2,1,1,26.91,1.25,1,0.9991422579462391,1
43,F,marie,185494,CDD,236,361968,20,12.93,immobilier,1,1,0,78.65,1.95,1,0.9953580788466534,1
38,F,marie,1354573,Informel,202,4584150,10,5.31,conso,0,0,0,19.56,3.38,1,0.2242645432803584,0
45,F,marie,668085,CDD,63,4698232,51,10.49,immobilier,0,1,0,39.38,7.03,1,0.9998018358206876,1
63,F,celibataire,1180374,CDD,87,2726707,16,14.86,auto,0,1,0,78.98,2.31,1,0.9905224034105373,1
19,F,marie,1398154,CDD,132,3592838,69,9.65,auto,0,0,0,7.3,2.57,0,0.021317161345554583,0
60,F,divorce,896460,CDD,176,2150998,19,5.49,conso,0,0,0,57.25,2.4,1,0.8638260009960005,1
18,F,divorce,147573,Informel,52,113571,44,7.7,immobilier,0,0,0,32.83,0.77,0,0.04591203428743921,0
53,H,marie,733761,CDI,38,1899489,60,6.19,scolaire,0,1,0,72.96,2.59,1,0.9925575030966076,1
43,F,divorce,547508,CDD,222,4426552,47,4.89,conso,0,0,0,73.4,8.08,1,0.9999994472925289,1
46,F,celibataire,1119970,CDI,233,2276599,10,8.66,conso,0,2,0,34.04,2.03,0,0.17339437534581162,0
38,F,celibataire,1305974,Independant,87,3121284,57,11.11,immobilier,1,0,0,21.61,2.39,0,0.04841320151353002,0
28,H,marie,425123,CDD,5,4208989,27,4.09,auto,0,0,0,37.1,9.9,1,0.9999982441327233,1
57,F,marie,1097232,CDD,213,1867236,49,12.06,immobilier,0,0,0,77.4,1.7,1,0.9744043408619126,1
28,H,marie,870555,Independant,120,1630912,64,17.9,scolaire,1,2,0,26.1,1.87,0,0.15423124115183948,0
53,F,divorce,358747,CDI,70,3884424,30,17.46,scolaire,0,0,0,78.6,10.83,1,0.9999999973480451,1
56,F,divorce,408085,Informel,113,991357,26,15.44,scolaire,0,0,0,66.45,2.43,1,0.9758386812044114,1
57,H,celibataire,122597,CDD,209,2968297,69,7.0,scolaire,2,0,0,25.06,24.21,1,0.9999999999999996,1
52,F,divorce,950670,Independant,217,2073770,52,3.34,conso,1,0,0,64.33,2.18,1,0.9098692048267988,1
51,H,celibataire,515935,Independant,24,1246439,40,15.5,scolaire,0,0,0,8.73,2.42,0,0.01844488170425189,0
64,H,divorce,1432471,CDD,86,4182996,12,3.84,scolaire,0,0,0,46.1,2.92,0,0.7227474593269648,1
41,F,celibataire,166978,CDI,205,3997135,61,6.08,scolaire,0,0,1,31.8,23.94,1,1.0,1
39,F,marie,1408413,CDI,145,294985,57,11.17,immobilier,2,0,0,37.02,0.21,0,0.00928170875922245,0
22,F,divorce,1297345,CDD,206,3268975,51,5.68,auto,0,0,0,40.46,2.52,0,0.5546085627287601,1
50,F,celibataire,436668,Independant,226,160295,14,15.51,auto,0,0,0,42.7,0.37,0,0.048810802003285296,0
53,H,divorce,440013,CDD,218,3994265,63,14.66,auto,0,0,0,54.23,9.08,1,0.9999992629930871,1
64,H,marie,765352,Informel,211,4636739,28,14.34,scolaire,2,0,0,57.26,6.06,1,0.9998725692615676,1
37,F,celibataire,1454545,Informel,26,3931862,8,15.24,immobilier,0,0,0,78.18,2.7,1,0.9934706825101263,1
36,H,divorce,744882,CDI,3,448649,66,6.3,conso,1,0,0,62.21,0.6,1,0.43887116373930213,1
52,H,divorce,318078,Informel,2,3742628,14,13.93,immobilier,1,0,0,56.58,11.77,1,0.9999999923011115,1
60,F,marie,1368716,Independant,92,4655342,58,8.33,conso,0,0,0,34.43,3.4,1,0.6002958451392737,1
34,H,marie,868049,Informel,2,1656984,54,13.0,immobilier,0,0,0,13.84,1.91,0,0.02105060650469326,0
62,H,celibataire,123016,CDD,150,2168446,53,4.83,auto,0,0,0,9.41,17.63,1,0.9999999997719111,1
60,F,divorce,523888,Independant,71,4445472,12,13.58,auto,1,0,0,40.83,8.49,1,0.9999746813531325,1
51,H,divorce,1414996,CDI,4,918551,36,17.58,scolaire,1,0,0,55.12,0.65,1,0.1615938618716661,0
26,F,marie,1462960,CDI,38,917528,61,3.65,auto,0,0,0,53.76,0.63,1,0.1383251043653647,0
43,H,marie,972724,Informel,103,709784,66,4.41,auto,2,0,0,76.46,0.73,1,0.8773735195808414,1
19,F,celibataire,1315383,CDI,212,4284919,10,4.85,auto,2,0,0,33.68,3.26,1,0.5764208129866849,1
26,H,divorce,106567,CDD,70,2774541,35,9.46,immobilier,0,0,0,52.08,26.04,1,1.0,1
26,H,divorce,1191284,Independant,201,3714454,27,7.36,auto,1,0,0,71.59,3.12,1,0.9958757988845321,1
57,F,celibataire,206206,CDD,52,1450166,22,15.1,conso,1,0,1,35.31,7.03,1,0.9999999794361152,1
34,F,celibataire,626848,CDD,31,4881205,15,10.11,scolaire,1,0,0,40.83,7.79,1,0.9999246633924106,1
18,F,marie,541365,CDD,154,531156,47,10.27,immobilier,0,1,0,74.22,0.98,1,0.9545928667726656,1
42,F,marie,1034164,CDD,36,4361760,32,13.76,conso,1,0,0,46.27,4.22,1,0.9833518477630039,1
60,H,celibataire,1435824,Independant,154,216247,12,8.43,immobilier,0,0,1,64.97,0.15,1,0.9998276345906901,1
57,H,celibataire,316109,Independant,156,4167881,28,8.3,auto,0,0,0,75.17,13.18,1,0.9999999999250584,1
59,H,divorce,575951,CDD,133,638160,13,14.35,immobilier,0,0,0,47.83,1.11,0,0.2891402531057517,0
42,F,celibataire,1415216,CDD,115,1036831,13,14.7,immobilier,1,0,0,13.19,0.73,0,0.0008785270579975431,0
56,H,celibataire,171257,CDI,74,4427821,10,3.22,scolaire,1,1,0,66.63,25.85,1,1.0,1
52,H,divorce,1132091,CDI,18,1150574,7,5.16,immobilier,1,1,0,66.33,1.02,1,0.6571160696966882,1
20,F,celibataire,608742,Independant,15,3963799,56,6.2,immobilier,0,0,0,13.62,6.51,1,0.9766658853818381,1
54,F,marie,317145,CDI,185,2330687,71,8.27,scolaire,1,0,0,46.11,7.35,1,0.999930738746365,1
61,H,marie,102873,Independant,97,109895,17,7.37,immobilier,1,0,0,41.53,1.07,0,0.1672081298418132,0
61,F,divorce,1404447,Independant,5,3228622,52,13.03,immobilier,0,0,1,68.54,2.3,1,0.9999977593966086,1
47,H,celibataire,673358,Informel,37,1534372,60,15.42,conso,2,0,0,25.6,2.28,0,0.12531823061105885,0
55,H,marie,308497,Independant,104,3756103,31,5.88,conso,1,0,0,36.97,12.18,1,0.9999999438385527,1
51,F,marie,721501,CDI,86,1893681,50,11.44,immobilier,0,0,1,50.36,2.62,1,0.9999941461706152,1
29,H,marie,785339,Informel,214,4413575,67,8.52,immobilier,0,0,0,43.79,5.62,1,0.9989574254479382,1
36,F,marie,1313548,CDI,150,2610282,7,10.59,auto,1,0,0,76.63,1.99,1,0.9791607835669283,1
54,F,celibataire,664087,Independant,180,4951951,31,12.31,conso,0,0,0,77.05,7.46,1,0.9999986318684724,1
61,H,celibataire,590237,Independant,15,2453076,19,16.4,auto,1,0,0,11.12,4.16,1,0.32132574917042683,1
34,H,celibataire,700417,CDD,17,3721436,62,5.88,immobilier,0,0,0,27.34,5.31,1,0.9735991329526797,1
27,H,celibataire,1087470,Independant,51,2849952,37,4.31,auto,0,0,1,5.57,2.62,1,0.9972927168513074,1
64,F,marie,449432,Informel,45,1142886,67,12.41,auto,0,0,0,36.34,2.54,0,0.4993267888946289,1
29,H,divorce,323761,Independant,191,1365707,35,8.91,scolaire,0,0,0,54.66,4.22,1,0.9965723905313756,1
33,F,divorce,1070221,CDD,122,2848029,18,5.44,scolaire,0,0,0,40.35,2.66,0,0.5620200493608676,1
41,F,marie,322821,Independant,156,606744,45,4.76,immobilier,0,1,0,10.04,1.88,0,0.01396137267015238,0
36,H,marie,1141451,Independant,187,1741627,36,11.38,conso,0,1,0,19.7,1.53,0,0.021077146215611485,0
25,F,divorce,902614,Independant,214,3889268,42,7.51,immobilier,2,1,0,18.0,4.31,1,0.6789115741596169,1
48,H,divorce,515485,CDD,149,2602605,50,17.96,conso,0,0,0,43.33,5.05,1,0.9965431141809762,1
38,H,marie,421925,CDI,170,2893356,64,9.09,scolaire,0,0,0,55.83,6.86,1,0.9999705163761861,1
34,H,marie,1135033,Independant,209,1183974,33,6.18,conso,1,1,0,28.72,1.04,0,0.02550809114967825,0
40,H,celibataire,1004253,Informel,197,691471,66,12.43,auto,0,0,0,14.78,0.69,0,0.0020821274032577332,0
54,H,celibataire,1161640,CDD,82,2499078,24,6.66,auto,0,0,0,64.89,2.15,1,0.9192755480466529,1
33,H,divorce,964729,Informel,145,3898311,48,10.41,scolaire,1,0,0,69.38,4.04,1,0.9990647901205826,1
23,H,marie,1338303,Independant,196,4340427,64,10.24,immobilier,0,0,0,25.74,3.24,1,0.480855905812543,1
25,F,divorce,240353,CDD,135,1189930,21,9.8,conso,0,0,0,36.56,4.95,1,0.9892463406742358,1
42,H,celibataire,1365463,Independant,89,4698352,49,14.94,immobilier,1,0,0,11.14,3.44,1,0.09848052754779581,0
35,F,celibataire,505037,Informel,101,1313724,71,6.25,conso,2,0,0,22.08,2.6,0,0.12198192440197285,0
42,F,divorce,839129,CDD,40,3418173,15,16.56,scolaire,1,1,0,62.53,4.07,1,0.9978562054026949,1
29,F,celibataire,1022151,CDI,168,4514932,52,14.87,auto,0,0,0,32.39,4.42,1,0.9313841413418016,1
32,H,marie,1341633,CDI,43,2308906,24,8.0,auto,1,0,0,50.35,1.72,1,0.5054709716737342,1
43,F,divorce,556015,CDI,73,3699090,56,5.71,conso,0,0,0,75.96,6.65,1,0.999993815572574,1
58,F,marie,956611,Independant,211,1693323,18,7.19,immobilier,2,0,0,59.27,1.77,1,0.7528583964497021,1
62,H,marie,417088,CDD,179,177162,68,7.99,scolaire,0,0,1,39.01,0.42,1,0.999240378984749,1
43,H,celibataire,1217718,Informel,201,3630963,21,11.35,scolaire,0,1,1,32.52,2.98,1,0.9999676881331324,1
64,F,marie,107603,Informel,23,4587904,58,3.7,immobilier,1,0,0,19.29,42.64,1,1.0,1
49,H,divorce,150605,Independant,95,1775874,40,16.72,auto,1,0,0,61.71,11.79,1,0.999999996717889,1
27,H,marie,1410343,Independant,160,2726330,64,4.48,immobilier,0,0,0,13.43,1.93,0,0.012408575284448794,0
33,H,marie,648728,Informel,159,419841,44,7.19,auto,0,0,0,9.6,0.65,0,0.0016385885204623105,0
24,H,marie,435970,CDD,17,176193,66,4.64,conso,0,0,0,12.86,0.4,0,0.0018182619283144258,0
34,F,marie,369604,Independant,112,4174004,55,6.85,scolaire,1,0,0,23.22,11.29,1,0.9999985886053325,1
40,H,marie,294117,CDD,103,368629,58,15.57,conso,0,0,0,52.03,1.25,1,0.6448134371594209,1
43,H,celibataire,1238949,Informel,58,3913381,51,12.23,immobilier,0,0,0,69.6,3.16,1,0.9936518085275748,1
38,H,divorce,1395590,CDD,86,4381597,57,6.41,immobilier,1,0,0,79.45,3.14,1,0.9981660805157034,1
39,F,celibataire,1147485,CDI,35,75294,34,16.08,conso,1,0,0,59.86,0.07,1,0.11683784431393876,0
24,F,divorce,1399837,Informel,30,3712701,10,15.01,immobilier,0,0,0,15.95,2.65,0,0.051194552787823665,0
31,H,divorce,329975,CDI,192,3149843,45,14.3,immobilier,0,0,1,25.83,9.55,1,0.9999999995377753,1
32,H,divorce,698214,Informel,181,4953313,7,15.71,immobilier,0,0,0,14.9,7.09,1,0.9960474515991438,1
24,F,divorce,517538,CDI,179,3203983,67,12.29,scolaire,0,0,0,13.67,6.19,1,0.9722412123455902,1
26,H,divorce,207463,CDD,104,3829445,63,10.52,scolaire,1,0,0,47.58,18.46,1,0.9999999999998124,1
25,H,marie,1230112,Informel,165,986402,63,8.61,auto,0,0,0,73.0,0.8,1,0.8624217442719716,1
40,F,celibataire,886560,Informel,218,755443,40,6.36,scolaire,0,0,1,56.32,0.85,1,0.9999187317060824,1
46,H,celibataire,1380557,CDI,122,2695295,19,11.36,conso,1,1,0,65.05,1.95,1,0.8951741910617093,1
35,H,marie,1459721,CDD,134,2181910,20,16.34,conso,1,0,0,43.11,1.49,0,0.24868929860610045,0
48,F,divorce,866872,Informel,34,4493720,11,11.91,scolaire,1,0,0,40.65,5.18,1,0.9912157815083795,1
47,F,celibataire,260685,Independant,56,4122839,21,16.79,conso,0,1,0,75.31,15.82,1,0.9999999999993074,1
56,H,marie,1279195,CDI,224,679382,51,8.35,immobilier,0,1,0,59.15,0.53,1,0.3083101821696795,1
52,F,marie,840416,Informel,25,4056249,68,13.43,scolaire,1,0,0,39.45,4.83,1,0.9855555139140515,1
35,H,celibataire,1128581,CDD,115,2938967,17,12.73,auto,0,0,0,29.94,2.6,0,0.2903398124444055,0
59,H,celibataire,1362728,CDD,13,2207264,46,13.06,auto,0,1,0,11.98,1.62,0,0.004770844803609663,0
56,H,divorce,1397758,CDD,63,3860925,24,12.68,scolaire,0,0,0,66.57,2.76,1,0.9765230104384828,1
34,F,divorce,943018,CDD,230,3122542,7,6.32,conso,0,0,0,17.7,3.31,1,0.2015018019762552,0
31,F,celibataire,882914,CDI,102,3639643,25,5.15,scolaire,1,0,0,43.63,4.12,1,0.9578800734797637,1
48,H,divorce,834189,Informel,194,4842120,14,17.68,scolaire,0,0,0,52.8,5.8,1,0.9996633025890833,1
41,H,marie,1331521,CDI,122,3091473,26,3.68,auto,0,1,0,60.81,2.32,1,0.9290175450058406,1
52,F,divorce,1480707,CDI,120,3376603,13,10.02,immobilier,1,0,1,11.25,2.28,1,0.9956996746409583,1
61,F,divorce,302873,CDD,133,3295082,44,9.38,immobilier,0,0,0,5.8,10.88,1,0.9999641632657159,1
62,F,marie,302322,Independant,203,3929981,42,8.4,scolaire,0,0,0,57.95,13.0,1,0.9999999989995512,1
51,H,divorce,100875,CDD,11,2665100,34,14.73,auto,1,0,0,39.08,26.42,1,1.0,1
20,F,marie,1403777,Independant,216,4257673,40,14.18,auto,0,2,0,18.59,3.03,1,0.254534222863599,0
54,F,divorce,112400,CDI,206,1159004,43,16.58,scolaire,0,0,0,78.65,10.31,1,0.9999999942126123,1
60,H,celibataire,544674,CDD,109,2807556,40,8.93,scolaire,1,0,0,64.35,5.15,1,0.9996604262360469,1
57,H,divorce,148607,CDD,222,115123,8,11.46,scolaire,0,0,0,48.39,0.77,0,0.2550630378445634,0
43,H,celibataire,1418223,CDI,104,1043328,17,16.38,immobilier,0,1,0,57.66,0.74,1,0.3024494601047338,1
40,F,celibataire,1229672,CDD,111,927346,37,17.91,scolaire,1,0,0,16.63,0.75,0,0.0018440408050423994,0
61,H,celibataire,1116970,Informel,172,188333,52,17.54,auto,1,1,0,77.17,0.17,1,0.7355406321124065,1
56,H,celibataire,964750,Independant,227,1378784,68,13.77,scolaire,1,0,0,79.73,1.43,1,0.9666580739527173,1
32,H,celibataire,1390114,Independant,213,3395858,31,5.15,auto,0,0,0,53.63,2.44,1,0.8213589801973225,1
21,H,marie,164335,Independant,69,1898698,48,3.35,auto,3,1,0,55.12,11.55,1,0.9999999918570205,1
46,F,marie,443133,CDD,102,1529381,49,15.38,conso,1,2,0,57.83,3.45,1,0.994137144218627,1
39,H,marie,697300,Informel,2,3558739,43,15.61,auto,0,0,0,54.93,5.1,1,0.999335491010041,1
42,F,celibataire,161748,CDD,168,64559,34,14.2,conso,0,0,0,37.89,0.4,0,0.04004559699957462,0
30,F,divorce,766779,Independant,37,2029772,60,7.2,scolaire,0,0,0,45.55,2.65,0,0.7419347313024707,1
35,F,marie,1193771,CDD,118,3191148,57,12.6,conso,1,0,0,26.2,2.67,0,0.2192338279265738,0
50,H,divorce,809055,Independant,49,1933437,24,7.74,immobilier,0,1,0,38.51,2.39,0,0.4673532546532375,1
33,F,divorce,706692,CDI,226,542461,40,9.76,immobilier,2,1,0,37.71,0.77,0,0.05739406010005979,0
62,H,celibataire,381286,Independant,75,3474844,53,8.74,immobilier,1,0,0,26.61,9.11,1,0.9999445420777161,1
59,H,celibataire,865608,CDI,164,4285834,65,16.7,scolaire,1,0,0,64.0,4.95,1,0.9994955258505392,1
61,H,celibataire,1200116,CDI,75,3187731,36,6.51,auto,1,0,0,35.73,2.66,0,0.3172110865407674,1
19,F,marie,1467668,CDI,201,2877585,8,11.66,immobilier,1,0,0,46.38,1.96,0,0.4914926198630073,1
52,H,celibataire,1140331,Independant,198,1746161,40,8.41,conso,0,0,1,16.71,1.53,1,0.9946231761971913,1
59,H,marie,214962,Informel,34,4442554,57,12.95,scolaire,2,0,0,40.62,20.67,1,0.9999999999999853,1
51,H,marie,336760,Independant,58,3814372,56,11.47,scolaire,0,0,0,62.11,11.33,1,0.9999999928308656,1
47,F,marie,1145751,CDD,111,3557211,61,16.86,conso,0,0,0,38.34,3.1,1,0.7521662502135208,1
30,F,marie,932119,CDD,165,3175723,26,4.52,conso,0,0,0,46.83,3.41,1,0.9425670168343132,1
30,F,celibataire,951415,Informel,96,1481483,6,6.31,scolaire,0,1,0,57.63,1.56,1,0.673181240393338,1
35,H,marie,561503,Informel,60,1168127,58,14.5,scolaire,0,0,0,34.17,2.08,0,0.35419469984924334,1
49,F,celibataire,830071,Informel,140,1365560,11,8.53,auto,1,0,0,31.5,1.65,0,0.0612618027302537,0
49,H,celibataire,126629,CDI,237,2590432,67,5.49,scolaire,1,2,1,11.43,20.46,1,1.0,1
52,H,marie,1307448,Informel,32,973426,52,10.55,conso,0,0,0,48.67,0.74,0,0.11227961999343541,0
56,F,celibataire,772727,Informel,209,3613863,55,12.78,scolaire,0,0,0,58.02,4.68,1,0.9980210392897949,1
63,H,divorce,1459233,Informel,132,4958200,36,3.67,scolaire,1,0,0,48.59,3.4,1,0.897410341972021,1
46,F,celibataire,1288670,Independant,106,3614222,69,7.37,conso,0,0,0,26.26,2.8,0,0.13896468098029688,0
46,H,celibataire,1056918,CDD,33,3079518,34,15.14,auto,0,0,0,24.68,2.91,0,0.2489814863787678,0
61,F,marie,1186517,CDD,43,510650,20,10.8,scolaire,0,0,0,16.96,0.43,0,0.0008885588702491319,0
33,H,marie,1434193,Informel,112,3415275,63,3.53,immobilier,2,0,0,8.52,2.38,0,0.013455187566642931,0
61,H,celibataire,790958,CDD,107,2112904,28,7.23,immobilier,0,0,0,37.02,2.67,0,0.47480968477817653,1
64,H,marie,1144616,Independant,9,205846,43,12.59,conso,0,0,0,17.04,0.18,0,0.0006590321106000413,0
27,H,divorce,1198382,CDD,226,757744,46,5.99,conso,0,0,0,56.81,0.63,1,0.2962883462416369,0
47,H,divorce,280211,CDI,231,3101908,20,15.41,conso,0,1,0,77.13,11.07,1,0.9999999988448949,1
42,F,marie,716364,Independant,179,4859177,8,13.15,immobilier,0,1,0,10.51,6.78,1,0.9862828968347945,1
56,H,celibataire,135916,CDD,222,4331724,6,10.07,conso,0,0,0,71.97,31.87,1,1.0,1
37,F,divorce,752960,CDD,114,325196,16,16.73,immobilier,0,0,0,54.33,0.43,1,0.21564776170376998,0
22,F,divorce,475507,Independant,125,1050015,65,8.88,auto,0,0,0,69.52,2.21,1,0.9818902386122754,1
18,F,celibataire,870243,CDD,20,4898763,70,6.53,conso,0,0,0,16.62,5.63,1,0.9331342528947587,1
47,H,marie,635564,CDD,167,4475528,9,12.92,scolaire,0,1,0,72.99,7.04,1,0.9999981709756969,1
20,H,divorce,265217,Informel,151,3602213,30,11.6,auto,1,1,0,76.84,13.58,1,0.999999999988683,1
62,H,celibataire,947481,CDI,41,1560369,48,8.03,immobilier,0,0,0,73.0,1.65,1,0.925666709495859,1
31,F,celibataire,281750,Independant,44,2217067,45,8.15,conso,2,0,0,63.91,7.87,1,0.9999967227640636,1
47,H,divorce,1348430,Informel,125,3465533,49,8.97,scolaire,0,0,1,11.77,2.57,1,0.9985408255654042,1
21,H,marie,826403,CDD,35,4439923,64,7.37,immobilier,2,0,0,21.55,5.37,1,0.9677757110592029,1
35,F,divorce,1024218,Independant,151,4578951,28,13.65,auto,0,0,0,73.49,4.47,1,0.9996829812175374,1
54,F,celibataire,791045,Independant,58,669694,67,12.77,scolaire,1,1,0,22.21,0.85,0,0.005256596660022894,0
42,F,divorce,1463782,CDI,48,1814550,28,9.61,auto,1,1,0,31.08,1.24,0,0.02266347359140771,0
18,F,marie,1279010,CDI,231,1340151,63,8.97,conso,1,0,1,8.79,1.05,1,0.9775982201617888,1
63,F,celibataire,650569,Independant,215,3932298,60,8.48,scolaire,0,0,0,52.11,6.04,1,0.9994952623767271,1
32,F,marie,1060317,CDI,58,3019514,38,7.25,conso,1,0,0,47.25,2.85,0,0.8267896615094509,1
26,H,divorce,911284,CDI,101,3864619,68,4.29,immobilier,0,0,0,77.13,4.24,1,0.9997422676251538,1
32,F,divorce,866408,CDD,57,2037450,65,7.02,immobilier,1,0,0,71.93,2.35,1,0.9840389710355189,1
41,H,marie,584869,CDI,215,960966,66,7.82,auto,0,0,0,42.95,1.64,0,0.4135687676984853,1
21,H,divorce,700218,CDI,167,2541200,66,11.22,conso,0,0,0,50.7,3.63,1,0.983661009098587,1
29,H,marie,1275050,Informel,156,4909849,26,14.61,conso,1,0,0,35.99,3.85,1,0.9165049959370641,1
54,F,divorce,1123302,CDD,64,1233140,8,8.94,scolaire,1,0,0,14.93,1.1,0,0.002039397437723494,0
54,H,marie,341745,CDD,62,2336462,53,17.17,immobilier,0,1,0,70.08,6.84,1,0.9999967526435067,1
60,F,marie,1483396,Independant,83,3392624,15,15.41,conso,0,0,0,46.22,2.29,0,0.4920061196747547,1
23,F,celibataire,1085635,CDI,113,4245380,47,17.77,conso,2,0,0,36.9,3.91,1,0.9033230698184803,1
56,H,celibataire,1310970,Informel,112,3833884,71,16.14,conso,1,0,0,10.13,2.92,0,0.03561536109771655,0
63,F,marie,826648,Informel,62,4966274,51,12.25,immobilier,0,0,0,54.9,6.01,1,0.9997408885916301,1
41,H,divorce,1186698,CDD,94,1781471,14,11.98,immobilier,1,0,0,34.97,1.5,0,0.090656255512676,0
28,H,divorce,1087260,CDI,213,1721207,54,4.94,immobilier,0,0,0,24.03,1.58,0,0.029002560345654547,0
30,F,divorce,834849,Informel,216,1948713,9,13.84,auto,1,1,0,70.76,2.33,1,0.9882548329451806,1
51,H,marie,1361237,Independant,85,209270,65,12.0,immobilier,0,0,0,18.77,0.15,0,0.0008710541181878842,0
42,H,marie,345591,CDI,26,4762159,34,10.6,immobilier,0,0,0,43.63,13.78,1,0.9999999989022208,1
24,H,marie,264215,CDI,179,4077555,52,13.4,immobilier,1,0,0,64.68,15.43,1,0.9999999999973683,1
21,F,marie,1139238,CDI,121,3561672,68,9.66,scolaire,1,0,0,68.68,3.13,1,0.9941501535101356,1
25,H,celibataire,478115,Informel,50,1287488,36,10.86,scolaire,1,1,0,66.4,2.69,1,0.9904634386282067,1
37,F,marie,895014,CDD,115,3843492,56,8.98,conso,1,0,0,72.25,4.29,1,0.9995669547871687,1
46,F,divorce,1301861,CDD,36,3493148,46,13.76,scolaire,2,0,0,15.68,2.68,0,0.041880978229130526,0
62,H,celibataire,940513,Independant,154,1569346,41,16.15,auto,0,0,0,75.53,1.67,1,0.9625995610857845,1
63,H,divorce,972215,Informel,33,2209065,45,15.61,auto,0,0,0,5.81,2.27,0,0.008273957338218011,0
27,F,marie,314631,CDI,123,2074108,65,14.79,conso,1,0,0,24.19,6.59,1,0.9971625641732685,1
60,F,celibataire,163805,Independant,100,4580056,20,3.21,conso,0,1,0,11.3,27.96,1,1.0,1
51,H,marie,1253274,Independant,68,3733364,35,16.68,auto,1,0,0,75.91,2.98,1,0.9968891584164812,1
43,H,celibataire,248902,CDD,73,1931686,35,7.12,auto,0,0,0,36.8,7.76,1,0.9999003543429442,1
58,F,divorce,1004570,CDI,136,3834385,32,16.32,auto,0,1,0,28.65,3.82,1,0.7307215435947569,1
20,F,marie,1139288,CDI,194,2147470,45,5.95,conso,0,0,0,17.53,1.88,0,0.02043191214538362,0
